,T1115TS003_1o,T1115TS003_2o,T1115TS003_3o,T1115TS003_4o,T1115TS003_5o,T1115TS035_1o,T1115TS035_2o,T1115TS035_3o,T1115TS035_4o,T1115TS035_5o,T1115TS054_1o,T1115TS054_2o,T1115TS054_3o,T1115TS054_4o,T1115TS054_5o,T1115TS071_1o,T1115TS071_2o,T1115TS071_3o,T1115TS071_4o,T1115TS071_5o,T1115TS086_1o,T1115TS086_2o,T1115TS086_3o,T1115TS086_4o,T1115TS086_5o,T1115TS091_1o,T1115TS091_2o,T1115TS091_3o,T1115TS091_4o,T1115TS091_5o,T1115TS098_1o,T1115TS098_2o,T1115TS098_3o,T1115TS098_4o,T1115TS098_5o,T1115TS119_1o,T1115TS119_2o,T1115TS119_3o,T1115TS119_4o,T1115TS119_5o,T1115TS125_1o,T1115TS125_2o,T1115TS125_3o,T1115TS125_4o,T1115TS125_5o,T1115TS131_1o,T1115TS131_2o,T1115TS131_3o,T1115TS131_4o,T1115TS131_5o,T1115TS147_1o,T1115TS147_2o,T1115TS147_3o,T1115TS147_4o,T1115TS147_5o,T1115TS150_1o,T1115TS150_2o,T1115TS150_3o,T1115TS150_4o,T1115TS150_5o,T1115TS158_1o,T1115TS158_2o,T1115TS158_3o,T1115TS158_4o,T1115TS158_5o,T1115TS165_1o,T1115TS165_2o,T1115TS165_3o,T1115TS165_4o,T1115TS165_5o,T1115TS169_1o,T1115TS169_2o,T1115TS169_3o,T1115TS169_4o,T1115TS169_5o,T1115TS180_1o,T1115TS180_2o,T1115TS180_3o,T1115TS180_4o,T1115TS180_5o,T1115TS185_1o,T1115TS185_2o,T1115TS185_3o,T1115TS185_4o,T1115TS185_5o,T1115TS187_1o,T1115TS187_2o,T1115TS187_3o,T1115TS187_4o,T1115TS187_5o,T1115TS188_1o,T1115TS188_2o,T1115TS188_3o,T1115TS188_4o,T1115TS188_5o,T1115TS234_1o,T1115TS239_1o,T1115TS239_2o,T1115TS239_3o,T1115TS239_4o,T1115TS239_5o,T1115TS248_1o,T1115TS248_2o,T1115TS248_3o,T1115TS248_4o,T1115TS248_5o,T1115TS278_1o,T1115TS278_2o,T1115TS278_3o,T1115TS278_4o,T1115TS278_5o,T1115TS288_1o,T1115TS288_2o,T1115TS288_3o,T1115TS288_4o,T1115TS288_5o,T1115TS298_1o,T1115TS298_2o,T1115TS298_3o,T1115TS298_4o,T1115TS298_5o,T1115TS320_1o,T1115TS320_2o,T1115TS320_3o,T1115TS320_4o,T1115TS348_1o,T1115TS348_2o,T1115TS348_3o,T1115TS348_4o,T1115TS348_5o,T1115TS352_1o,T1115TS352_2o,T1115TS352_3o,T1115TS352_4o,T1115TS352_5o,T1115TS360_1o,T1115TS360_2o,T1115TS360_3o,T1115TS360_4o,T1115TS360_5o,T1115TS367_1o,T1115TS367_2o,T1115TS367_3o,T1115TS367_4o,T1115TS367_5o,T1115TS374_1o,T1115TS374_2o,T1115TS374_3o,T1115TS374_4o,T1115TS374_5o,T1115TS385_1o,T1115TS390_1o,T1115TS390_2o,T1115TS390_3o,T1115TS390_4o,T1115TS390_5o,T1115TS397_1o,T1115TS397_2o,T1115TS397_3o,T1115TS397_4o,T1115TS397_5o,T1115TS399_1o,T1115TS399_2o,T1115TS399_3o,T1115TS399_4o,T1115TS399_5o,T1115TS423_1o,T1115TS423_2o,T1115TS423_3o,T1115TS423_4o,T1115TS423_5o,T1115TS439_1o,T1115TS439_2o,T1115TS439_3o,T1115TS439_4o,T1115TS439_5o,T1115TS461_1o,T1115TS462_1o,T1115TS462_2o,T1115TS462_3o,T1115TS462_4o,T1115TS462_5o,T1115TS494_1o,T1115TS494_2o,T1115TS494_3o,T1115TS494_4o,T1115TS494_5o
90,0.31555,0.30696,0.31825,0.25148,0.26438,0.15701,0.21771,0.20617,0.21401,0.3871,0.18804,0.22659,0.24254,0.22501,0.17534,0.10023,0.08622,0.07948,0.08267,0.07727,0.31623,0.32767,0.32495,0.31175,0.30372,0.63677,0.18692,0.61408,0.62806,0.62461,0.72047,0.72047,0.13042,0.13042,0.75259,0.25922,0.44573,0.22605,0.44612,0.2311,0.18804,0.22659,0.24254,0.22501,0.17534,0.32989,0.2618,0.23339,0.2044,0.28808,0.64721,0.22613,0.29676,0.57763,0.59088,0.73165,0.60963,0.53286,0.62213,0.72685,0.31175,0.30372,0.31174,0.31623,0.32767,0.57009,0.54391,0.56959,0.57009,0.59179,0.72047,0.13042,0.72047,0.13042,0.13042,0.24363,0.19522,0.26486,0.29433,0.30907,0.65688,0.66668,0.6456,0.64135,0.6559,0.15077,0.17357,0.17913,0.17278,0.18289,1.0,1.0,1.0,0.9975,0.75259,0.12341,0.31675,0.14797,0.1625,0.4175,0.17379,0.21361,0.15701,0.21771,0.20617,0.70199,0.13857,0.13343,0.05698,0.59598,0.11511,0.24851,0.21768,0.21892,0.21116,0.20446,0.75259,0.9975,0.8063,0.97733,0.70139,0.48195,0.52651,0.20717,0.51627,0.61341,0.62007,0.62262,0.60911,0.67096,0.62167,0.59493,0.58634,0.58845,0.64535,0.32967,0.31365,0.28284,0.29604,0.29738,0.31568,0.31183,0.3135,0.24644,0.26321,0.51293,0.51546,0.52193,0.51256,0.48837,0.09122,0.27423,0.22526,0.23807,0.23193,0.23922,0.60347,0.60501,0.58653,0.64112,0.55625,0.18804,0.22659,0.24254,0.22501,0.17534,0.25986,0.36008,0.26761,0.28971,0.29379,0.1625,0.13839,0.14797,0.31728,0.4175,0.32162,0.09595,0.09537,0.096,0.09556,0.09232,0.60144,0.60344,0.62425,0.52931,0.51534
91,0.31555,0.30696,0.31825,0.25148,0.26438,0.15701,0.21771,0.20617,0.21401,0.3871,0.18804,0.22659,0.24254,0.22501,0.17534,0.10023,0.08622,0.07948,0.08267,0.07727,0.31623,0.32767,0.32495,0.31175,0.30372,0.63677,0.18692,0.61408,0.62806,0.62461,0.72047,0.72047,0.13042,0.13042,0.75259,0.25922,0.44573,0.22605,0.44612,0.2311,0.18804,0.22659,0.24254,0.22501,0.17534,0.32989,0.2618,0.23339,0.2044,0.28808,0.64721,0.22613,0.29676,0.57763,0.59088,0.73165,0.60963,0.53286,0.62213,0.72685,0.31175,0.30372,0.31174,0.31623,0.32767,0.57009,0.54391,0.56959,0.57009,0.59179,0.72047,0.13042,0.72047,0.13042,0.13042,0.24363,0.19522,0.26486,0.29433,0.30907,0.65688,0.66668,0.6456,0.64135,0.6559,0.15077,0.17357,0.17913,0.17278,0.18289,1.0,1.0,1.0,0.9975,0.75259,0.12341,0.31675,0.14797,0.1625,0.4175,0.17379,0.21361,0.15701,0.21771,0.20617,0.70199,0.13857,0.13343,0.05698,0.59598,0.11511,0.24851,0.21768,0.21892,0.21116,0.20446,0.75259,0.9975,0.8063,0.97733,0.70139,0.48195,0.52651,0.20717,0.51627,0.61341,0.62007,0.62262,0.60911,0.67096,0.62167,0.59493,0.58634,0.58845,0.64535,0.32967,0.31365,0.28284,0.29604,0.29738,0.31568,0.31183,0.3135,0.24644,0.26321,0.51293,0.51546,0.52193,0.51256,0.48837,0.09122,0.27423,0.22526,0.23807,0.23193,0.23922,0.60347,0.60501,0.58653,0.64112,0.55625,0.18804,0.22659,0.24254,0.22501,0.17534,0.25986,0.36008,0.26761,0.28971,0.29379,0.1625,0.13839,0.14797,0.31728,0.4175,0.32162,0.09595,0.09537,0.096,0.09556,0.09232,0.60144,0.60344,0.62425,0.52931,0.51534
92,0.31555,0.30696,0.31825,0.25148,0.26438,0.15701,0.21771,0.20617,0.21401,0.3871,0.18804,0.22659,0.24254,0.22501,0.17534,0.10023,0.08622,0.07948,0.08267,0.07727,0.31623,0.32767,0.32495,0.31175,0.30372,0.63677,0.18692,0.61408,0.62806,0.62461,0.72047,0.72047,0.13042,0.13042,0.75259,0.25922,0.44573,0.22605,0.44612,0.2311,0.18804,0.22659,0.24254,0.22501,0.17534,0.32989,0.2618,0.23339,0.2044,0.28808,0.64721,0.22613,0.29676,0.57763,0.59088,0.73165,0.60963,0.53286,0.62213,0.72685,0.31175,0.30372,0.31174,0.31623,0.32767,0.57009,0.54391,0.56959,0.57009,0.59179,0.72047,0.13042,0.72047,0.13042,0.13042,0.24363,0.19522,0.26486,0.29433,0.30907,0.65688,0.66668,0.6456,0.64135,0.6559,0.15077,0.17357,0.17913,0.17278,0.18289,1.0,1.0,1.0,0.9975,0.75259,0.12341,0.31675,0.14797,0.1625,0.4175,0.17379,0.21361,0.15701,0.21771,0.20617,0.70199,0.13857,0.13343,0.05698,0.59598,0.11511,0.24851,0.21768,0.21892,0.21116,0.20446,0.75259,0.9975,0.8063,0.97733,0.70139,0.48195,0.52651,0.20717,0.51627,0.61341,0.62007,0.62262,0.60911,0.67096,0.62167,0.59493,0.58634,0.58845,0.64535,0.32967,0.31365,0.28284,0.29604,0.29738,0.31568,0.31183,0.3135,0.24644,0.26321,0.51293,0.51546,0.52193,0.51256,0.48837,0.09122,0.27423,0.22526,0.23807,0.23193,0.23922,0.60347,0.60501,0.58653,0.64112,0.55625,0.18804,0.22659,0.24254,0.22501,0.17534,0.25986,0.36008,0.26761,0.28971,0.29379,0.1625,0.13839,0.14797,0.31728,0.4175,0.32162,0.09595,0.09537,0.096,0.09556,0.09232,0.60144,0.60344,0.62425,0.52931,0.51534
93,0.31482,0.30684,0.31709,0.2514,0.26343,0.15918,0.21738,0.20362,0.21339,0.38498,0.18694,0.22691,0.24281,0.2269,0.1666,0.10061,0.08704,0.07302,0.08271,0.07677,0.31622,0.32669,0.32462,0.31104,0.30493,0.64231,0.18589,0.61751,0.6325,0.62743,0.71631,0.71631,0.1236,0.1236,0.74998,0.25922,0.44526,0.22549,0.44564,0.23215,0.18694,0.22691,0.24281,0.2269,0.1666,0.32828,0.26283,0.23372,0.20443,0.28767,0.64617,0.23065,0.29647,0.57568,0.59041,0.73374,0.61326,0.53435,0.61944,0.72698,0.31104,0.30493,0.31068,0.31622,0.32669,0.57058,0.54466,0.57006,0.57058,0.59159,0.71631,0.1236,0.71631,0.1236,0.1236,0.24359,0.1955,0.26459,0.29419,0.30945,0.6562,0.66403,0.6455,0.63844,0.65443,0.15165,0.17411,0.17985,0.17324,0.18263,0.9975,0.9975,0.9975,1.0,0.74998,0.18164,0.3174,0.14807,0.16298,0.41863,0.17398,0.21315,0.15918,0.21738,0.20362,0.70487,0.13928,0.1343,0.07282,0.59528,0.11582,0.24903,0.21838,0.21907,0.21019,0.20345,0.74998,1.0,0.81893,0.97297,0.70937,0.47326,0.52556,0.22103,0.52644,0.6099,0.61886,0.61991,0.60731,0.67388,0.62094,0.59397,0.5854,0.58806,0.64654,0.32977,0.31478,0.28329,0.29573,0.29821,0.31708,0.32064,0.31446,0.2482,0.2619,0.51086,0.51333,0.5204,0.51062,0.48511,0.09201,0.2728,0.22327,0.23685,0.23042,0.23846,0.60311,0.6073,0.58784,0.64217,0.55736,0.18694,0.22691,0.24281,0.2269,0.1666,0.27221,0.36264,0.26734,0.29164,0.29332,0.16298,0.13846,0.14807,0.31782,0.41863,0.32087,0.09645,0.09553,0.09665,0.09578,0.09275,0.60066,0.60283,0.62435,0.5288,0.51398
94,0.35227,0.33287,0.35155,0.28417,0.29744,0.17096,0.21671,0.21467,0.21209,0.50224,0.17382,0.22202,0.25578,0.22405,0.1511,0.10132,0.08762,0.07516,0.09111,0.08822,0.34536,0.35772,0.35793,0.34436,0.33884,0.55116,0.18673,0.53203,0.55159,0.54516,0.96194,0.96194,0.14011,0.14011,1.0,0.25579,0.39225,0.21453,0.39397,0.22816,0.17382,0.22202,0.25578,0.22405,0.1511,0.3624,0.26825,0.24699,0.21872,0.30201,0.62328,0.22487,0.34276,0.57042,0.55957,0.66449,0.47929,0.54746,0.66454,0.73154,0.34436,0.33884,0.34868,0.34536,0.35772,0.5688,0.57447,0.57926,0.5688,0.66086,0.96194,0.14011,0.96194,0.14011,0.14011,0.26231,0.19293,0.28031,0.28944,0.29323,0.67702,0.66816,0.65373,0.69857,0.67612,0.16033,0.18315,0.18613,0.18295,0.19094,0.75259,0.75259,0.75259,0.74998,1.0,0.12792,0.3164,0.15462,0.16636,0.41915,0.18863,0.21345,0.17096,0.21671,0.21467,0.55827,0.14474,0.13682,0.06459,0.62866,0.11937,0.24607,0.21888,0.21617,0.20113,0.19297,1.0,0.74998,0.65391,0.72622,0.5834,0.46137,0.46188,0.20612,0.50084,0.63645,0.63782,0.66721,0.6673,0.68307,0.47596,0.45488,0.449,0.61116,0.62924,0.28647,0.30065,0.27946,0.31121,0.29476,0.34787,0.33257,0.34482,0.28128,0.29146,0.59619,0.59626,0.60418,0.60424,0.58696,0.09409,0.30322,0.25781,0.26761,0.26625,0.27019,0.5823,0.5365,0.5297,0.59678,0.44805,0.17382,0.22202,0.25578,0.22405,0.1511,0.32077,0.40205,0.29597,0.35594,0.34071,0.16636,0.14325,0.15462,0.31789,0.41915,0.35715,0.09621,0.09633,0.09728,0.09778,0.09635,0.5932,0.5882,0.58607,0.50361,0.63123
95,0.21586,0.19759,0.21836,0.1937,0.19469,0.33075,0.2395,0.24705,0.25971,0.10768,0.13983,0.16162,0.17869,0.1703,0.16819,0.09389,0.05679,0.05977,0.05451,0.06755,0.21152,0.21493,0.20914,0.1668,0.21154,0.16059,0.24341,0.12542,0.16051,0.13006,0.20312,0.20312,0.09148,0.09148,0.12792,0.14242,0.17662,0.14319,0.17288,0.21171,0.13983,0.16162,0.17869,0.1703,0.16819,0.19586,0.21798,0.20339,0.20139,0.19301,0.15834,0.21685,0.23431,0.17477,0.15754,0.18274,0.14494,0.15454,0.12072,0.17611,0.1668,0.21154,0.22061,0.21152,0.21493,0.19681,0.19367,0.2026,0.19681,0.18335,0.20312,0.09148,0.20312,0.09148,0.09148,0.17164,0.11254,0.14956,0.17357,0.14167,0.1606,0.19833,0.16153,0.1968,0.1992,0.17798,0.16022,0.16886,0.16433,0.13804,0.12341,0.12341,0.12341,0.18164,0.12792,1.0,0.18674,0.17355,0.16529,0.10762,0.19966,0.26979,0.33075,0.2395,0.24705,0.18369,0.13671,0.1391,0.06414,0.22729,0.14378,0.16168,0.20001,0.1917,0.19006,0.18634,0.12792,0.18354,0.16206,0.12109,0.10474,0.16257,0.19251,0.19557,0.12444,0.11625,0.10525,0.11435,0.11679,0.11348,0.14159,0.11511,0.11276,0.1185,0.15296,0.15381,0.1024,0.18408,0.1551,0.14188,0.16825,0.19818,0.21376,0.19101,0.18301,0.17678,0.15844,0.18082,0.17326,0.16993,0.10198,0.19438,0.17623,0.19456,0.1915,0.19338,0.21805,0.21992,0.22169,0.20271,0.14523,0.13983,0.16162,0.17869,0.1703,0.16819,0.22964,0.23436,0.24601,0.22035,0.2635,0.16529,0.15057,0.17355,0.19396,0.10762,0.23908,0.06005,0.05876,0.09065,0.05762,0.05771,0.21005,0.2148,0.21978,0.23129,0.17771
96,0.29336,0.31971,0.30431,0.25829,0.26918,0.23383,0.28643,0.09479,0.26599,0.24167,0.09991,0.22483,0.16765,0.11971,0.13297,0.22162,0.22042,0.18736,0.19898,0.19034,0.30064,0.30354,0.30761,0.29879,0.29447,0.34448,0.26983,0.33736,0.336,0.33622,0.31847,0.31847,0.10716,0.10716,0.3164,0.24094,0.27474,0.17119,0.25149,0.12013,0.09991,0.22483,0.16765,0.11971,0.13297,0.69333,0.59478,0.49267,0.4272,0.55442,0.32187,0.18759,0.29694,0.36161,0.33687,0.33985,0.26517,0.3182,0.32478,0.3605,0.29879,0.29447,0.29761,0.30064,0.30354,0.29458,0.27487,0.29096,0.29458,0.27644,0.31847,0.10716,0.31847,0.10716,0.10716,0.52757,0.34624,0.49481,0.54177,0.46841,0.30299,0.31024,0.29391,0.30382,0.31277,0.41525,0.43783,0.46671,0.44237,0.46781,0.31675,0.31675,0.31675,0.3174,0.3164,0.18674,1.0,0.42611,0.46639,0.36456,0.40285,0.26463,0.23383,0.28643,0.09479,0.29965,0.34543,0.33887,0.12074,0.26587,0.323,0.46273,0.41533,0.40727,0.41795,0.405,0.3164,0.3174,0.30417,0.31141,0.26709,0.3209,0.3385,0.35165,0.3371,0.30721,0.30564,0.30361,0.32336,0.29395,0.26337,0.25612,0.25252,0.30885,0.3101,0.58349,0.5564,0.5539,0.57794,0.51513,0.30634,0.31399,0.30709,0.25694,0.27014,0.25188,0.25272,0.26521,0.2529,0.23596,0.20409,0.54994,0.46349,0.4959,0.47717,0.50188,0.29828,0.29405,0.28788,0.28633,0.21258,0.09991,0.22483,0.16765,0.11971,0.13297,0.25737,0.31888,0.24687,0.26822,0.29025,0.46639,0.39937,0.42611,0.92895,0.36456,0.31123,0.2323,0.2313,0.23255,0.23041,0.21842,0.28832,0.28519,0.2951,0.2874,0.26414
97,0.19735,0.19667,0.19147,0.19248,0.19323,0.12525,0.15998,0.15115,0.16019,0.14947,0.06184,0.12318,0.10317,0.09309,0.09022,0.38162,0.36917,0.32265,0.31937,0.32809,0.19533,0.19328,0.19635,0.19576,0.19751,0.16525,0.12619,0.16874,0.16344,0.16783,0.15923,0.15923,0.05674,0.05674,0.15462,0.14187,0.15736,0.13839,0.14784,0.12233,0.06184,0.12318,0.10317,0.09309,0.09022,0.37425,0.38614,0.33802,0.30031,0.38074,0.17159,0.13432,0.19695,0.16247,0.16743,0.15504,0.1344,0.16323,0.15325,0.16371,0.19576,0.19751,0.19673,0.19533,0.19328,0.16414,0.16106,0.16939,0.16414,0.16283,0.15923,0.05674,0.15923,0.05674,0.05674,0.37332,0.28046,0.30275,0.30381,0.2627,0.16456,0.1625,0.15698,0.16819,0.16931,0.82742,0.77565,0.71975,0.78214,0.6726,0.14797,0.14797,0.14797,0.14807,0.15462,0.17355,0.42611,1.0,0.87802,0.20476,0.31973,0.16113,0.12525,0.15998,0.15115,0.15425,0.63324,0.65053,0.07576,0.16814,0.68762,0.45207,0.46476,0.4554,0.53387,0.45287,0.15462,0.14807,0.14007,0.14658,0.12919,0.16808,0.15705,0.25058,0.16743,0.14508,0.1441,0.15617,0.15738,0.15341,0.1345,0.13137,0.13056,0.1459,0.1498,0.31908,0.31973,0.32703,0.33105,0.31667,0.19504,0.19586,0.19532,0.18394,0.18951,0.16534,0.16635,0.17277,0.16115,0.16219,0.40618,0.38822,0.36641,0.38089,0.37717,0.38234,0.16375,0.15519,0.15467,0.1538,0.11484,0.06184,0.12318,0.10317,0.09309,0.09022,0.19499,0.20481,0.20232,0.19938,0.2064,0.87802,0.81129,1.0,0.4038,0.20476,0.19752,0.42196,0.42142,0.4187,0.41805,0.38034,0.16491,0.1634,0.16308,0.16253,0.15667
98,0.21213,0.21568,0.2058,0.20383,0.20573,0.13734,0.17448,0.15782,0.16397,0.16285,0.06284,0.13895,0.11276,0.09993,0.09309,0.41652,0.40143,0.39313,0.34215,0.31573,0.20987,0.2075,0.20878,0.21055,0.2119,0.18656,0.17453,0.18834,0.18779,0.18673,0.1718,0.1718,0.06298,0.06298,0.16636,0.14408,0.1564,0.12805,0.14244,0.11418,0.06284,0.13895,0.11276,0.09993,0.09309,0.41782,0.38317,0.37964,0.33718,0.41034,0.18731,0.15286,0.2074,0.18861,0.18455,0.17254,0.14903,0.18158,0.17436,0.18319,0.21055,0.2119,0.20942,0.20987,0.2075,0.16858,0.1644,0.17014,0.16858,0.17573,0.1718,0.06298,0.1718,0.06298,0.06298,0.4023,0.30285,0.32913,0.32955,0.29215,0.17873,0.17961,0.1722,0.18247,0.18473,0.75607,0.80454,0.80392,0.81066,0.75948,0.1625,0.1625,0.1625,0.16298,0.16636,0.16529,0.46639,0.87802,1.0,0.20738,0.30616,0.16027,0.13734,0.17448,0.15782,0.17202,0.6753,0.69766,0.1026,0.18621,0.65074,0.50098,0.45339,0.44498,0.49182,0.44258,0.16636,0.16298,0.15365,0.16153,0.14444,0.1852,0.17268,0.28723,0.18456,0.16113,0.16,0.17442,0.17672,0.16919,0.14962,0.14659,0.14515,0.16557,0.16724,0.35237,0.35289,0.36422,0.36243,0.34869,0.20892,0.2118,0.21038,0.20192,0.2002,0.18304,0.18302,0.19237,0.17762,0.17769,0.3579,0.41004,0.39632,0.40396,0.40264,0.40512,0.1787,0.17079,0.17105,0.16929,0.12784,0.06284,0.13895,0.11276,0.09993,0.09309,0.20881,0.21909,0.19483,0.21288,0.19618,1.0,0.80319,0.87802,0.44035,0.20738,0.21083,0.45771,0.45583,0.45649,0.45123,0.40057,0.18357,0.18028,0.18069,0.18108,0.17639
99,0.24604,0.27343,0.2555,0.19577,0.21926,0.09392,0.15403,0.14781,0.13596,0.36298,0.15116,0.2248,0.23184,0.1778,0.10616,0.12388,0.11462,0.11092,0.10728,0.11397,0.25583,0.2589,0.26819,0.26186,0.25681,0.4229,0.23205,0.41875,0.43654,0.42603,0.4189,0.4189,0.06721,0.06721,0.41915,0.25563,0.23776,0.15338,0.15079,0.15369,0.15116,0.2248,0.23184,0.1778,0.10616,0.44511,0.34131,0.29122,0.26014,0.36182,0.44674,0.14338,0.22731,0.3917,0.39787,0.37708,0.38971,0.1943,0.46072,0.45292,0.26186,0.25681,0.25627,0.25583,0.2589,0.37591,0.38915,0.38598,0.37591,0.46469,0.4189,0.06721,0.4189,0.06721,0.06721,0.31384,0.25917,0.39523,0.31618,0.29821,0.41305,0.39748,0.43098,0.43301,0.3993,0.21038,0.21197,0.21268,0.21046,0.21944,0.4175,0.4175,0.4175,0.41863,0.41915,0.10762,0.36456,0.20476,0.20738,1.0,0.22357,0.13913,0.09392,0.15403,0.14781,0.27826,0.17976,0.18021,0.09695,0.286,0.16296,0.23662,0.23154,0.23821,0.22964,0.23115,0.41915,0.41863,0.40744,0.42109,0.4357,0.36281,0.34668,0.26194,0.3186,0.4705,0.47075,0.47066,0.47071,0.45916,0.38785,0.37409,0.37133,0.43953,0.44258,0.43461,0.40321,0.30798,0.43385,0.37956,0.25851,0.26504,0.25497,0.19291,0.18819,0.46162,0.46174,0.46188,0.46652,0.47035,0.12251,0.4037,0.31414,0.33681,0.32584,0.33091,0.27263,0.2876,0.26701,0.3341,0.34913,0.15116,0.2248,0.23184,0.1778,0.10616,0.21175,0.29872,0.23582,0.22758,0.28861,0.20738,0.21812,0.20476,0.36415,1.0,0.25649,0.1229,0.12348,0.12384,0.12365,0.12163,0.3038,0.30372,0.31092,0.20046,0.34464
100,0.16212,0.15239,0.15381,0.1395,0.14574,0.07845,0.19276,0.08133,0.19575,0.16522,0.08004,0.15402,0.12276,0.09619,0.17474,0.18639,0.18236,0.16152,0.16992,0.11148,0.15308,0.15347,0.16789,0.15865,0.16785,0.18072,0.22227,0.1855,0.17993,0.18056,0.18845,0.18845,0.07818,0.07818,0.18863,0.17764,0.20651,0.11332,0.20221,0.09973,0.08004,0.15402,0.12276,0.09619,0.17474,0.32808,0.40628,0.5651,0.6088,0.37304,0.17802,0.31722,0.15961,0.19214,0.17866,0.20585,0.17551,0.21595,0.19233,0.2094,0.15865,0.16785,0.15871,0.15308,0.15347,0.20352,0.19568,0.19913,0.20352,0.18002,0.18845,0.07818,0.18845,0.07818,0.07818,0.28116,0.24268,0.28553,0.39482,0.3914,0.17985,0.18948,0.17244,0.18692,0.19412,0.29507,0.26785,0.32005,0.28521,0.31577,0.17379,0.17379,0.17379,0.17398,0.18863,0.19966,0.40285,0.31973,0.30616,0.22357,1.0,0.19654,0.07845,0.19276,0.08133,0.20517,0.23389,0.24668,0.12076,0.19546,0.25629,0.29813,0.3134,0.31362,0.31792,0.33283,0.18863,0.17398,0.18104,0.1699,0.16215,0.16562,0.20128,0.60438,0.20595,0.19174,0.19054,0.20379,0.1751,0.20247,0.17324,0.16989,0.16769,0.18745,0.19193,0.31666,0.30901,0.41585,0.30816,0.313,0.16553,0.15333,0.15549,0.1411,0.15217,0.17551,0.17679,0.18313,0.17424,0.1611,0.19654,0.28111,0.26969,0.27089,0.2726,0.2683,0.19661,0.19431,0.19679,0.18554,0.12895,0.08004,0.15402,0.12276,0.09619,0.17474,0.15253,0.16146,0.16531,0.14951,0.16463,0.30616,0.26136,0.31973,0.41126,0.22357,0.165,0.17803,0.17871,0.18487,0.18103,0.18155,0.1996,0.19483,0.19908,0.20694,0.18818
101,0.26827,0.23872,0.26494,0.21486,0.2305,0.72359,0.85346,0.79998,0.93663,0.1996,0.19154,0.27505,0.33707,0.20561,0.17374,0.0584,0.06907,0.06918,0.06015,0.05936,0.26299,0.26547,0.26503,0.26522,0.26263,0.14352,0.67386,0.26723,0.12663,0.25312,0.21319,0.21319,0.09366,0.09366,0.21345,0.44355,0.24239,0.23405,0.24342,0.23224,0.19154,0.27505,0.33707,0.20561,0.17374,0.26797,0.30102,0.24983,0.23724,0.29116,0.28023,0.19864,0.28399,0.30738,0.26835,0.23092,0.2688,0.24527,0.13085,0.19025,0.26522,0.26263,0.26411,0.26299,0.26547,0.6193,0.23311,0.24051,0.6193,0.47054,0.21319,0.09366,0.21319,0.09366,0.09366,0.18573,0.13805,0.17165,0.1027,0.23995,0.21186,0.21928,0.20579,0.21519,0.2254,0.15699,0.14771,0.15124,0.15149,0.14165,0.21361,0.21361,0.21361,0.21315,0.21345,0.26979,0.26463,0.16113,0.16027,0.13913,0.19654,1.0,0.72359,0.85346,0.79998,0.25588,0.11671,0.12663,0.06803,0.23034,0.13489,0.16411,0.17691,0.17388,0.17455,0.17309,0.21345,0.21315,0.20614,0.212,0.14011,0.11734,0.35681,0.15535,0.34136,0.13257,0.13331,0.13505,0.13199,0.12586,0.11883,0.19134,0.1826,0.12071,0.13592,0.2064,0.19642,0.23245,0.18975,0.18003,0.27319,0.0969,0.26087,0.21717,0.24568,0.15461,0.15732,0.1537,0.43326,0.14912,0.07137,0.2114,0.18899,0.1946,0.19383,0.19882,0.23844,0.24304,0.23368,0.24212,0.19202,0.19154,0.27505,0.33707,0.20561,0.17374,0.2152,0.3106,0.29693,0.26884,0.3407,0.16027,0.14322,0.16113,0.26185,0.13913,0.282,0.08827,0.08517,0.08641,0.08448,0.0686,0.231,0.23258,0.23836,0.24039,0.22535
